antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
['DOLLY GIRL LUNCH BOX'],['SPACEBOY LUNCH BOX '],0.03879238581497308,0.03890337976580276,0.023641711526721794,0.609442060085837,15.665529929652921,1.0,0.022132556609340357,2.460829807852396,0.9739473213414438,0.4373716632443532,0.5936330107799225,0.6085726705564706
['SPACEBOY LUNCH BOX '],['DOLLY GIRL LUNCH BOX'],0.03890337976580276,0.03879238581497308,0.023641711526721794,0.6077032810271041,15.66552992965292,1.0,0.022132556609340357,2.450205591068014,0.9740597993783232,0.4373716632443532,0.5918709827267545,0.6085726705564706
['STRAWBERRY CHARLOTTE BAG'],['WOODLAND CHARLOTTE BAG'],0.03734946445418725,0.037793440257505966,0.02075586880515012,0.5557206537890045,14.704156329844452,1.0,0.01934430405165095,2.1657692799555135,0.9681519757363654,0.3816326530612245,0.538270299955247,0.5524565089796711
['WOODLAND CHARLOTTE BAG'],['STRAWBERRY CHARLOTTE BAG'],0.037793440257505966,0.03734946445418725,0.02075586880515012,0.5491923641703378,14.704156329844452,1.0,0.01934430405165095,2.1353909273833827,0.9685986948392544,0.3816326530612245,0.531701672430838,0.5524565089796711
['PINK REGENCY TEACUP AND SAUCER'],['ROSES REGENCY TEACUP AND SAUCER '],0.038958876741217605,0.053055108496586935,0.03024585160108774,0.7763532763532763,14.63295992323189,1.0,0.028178884168677282,4.234110279206344,0.969428990868071,0.4896675651392632,0.7638228732702155,0.6732184791808222
['ROSES REGENCY TEACUP AND SAUCER '],['PINK REGENCY TEACUP AND SAUCER'],0.053055108496586935,0.038958876741217605,0.03024585160108774,0.5700836820083682,14.63295992323189,1.0,0.028178884168677282,2.2354143888939078,0.983859921166406,0.4896675651392632,0.5526556485597267,0.6732184791808222
['GARDENERS KNEELING PAD CUP OF TEA '],['GARDENERS KNEELING PAD KEEP CALM '],0.041622731561129916,0.049836283922526224,0.03002386369942838,0.7213333333333334,14.474059391239793,1.0,0.027949541431716816,3.409678406976581,0.9713407365393246,0.4887082204155374,0.7067172088857738,0.6618916109873794
['GARDENERS KNEELING PAD KEEP CALM '],['GARDENERS KNEELING PAD CUP OF TEA '],0.049836283922526224,0.041622731561129916,0.03002386369942838,0.6024498886414253,14.474059391239791,1.0,0.027949541431716816,2.4107080869974937,0.9797373505810173,0.4887082204155374,0.5851841185609962,0.6618916109873794
['STRAWBERRY CHARLOTTE BAG'],['CHARLOTTE BAG PINK POLKADOT'],0.03734946445418725,0.03734946445418725,0.02008990510017204,0.537890044576523,14.40154637923383,1.0,0.01869492260515744,2.083163377563768,0.9666675266417083,0.3678861788617886,0.5199608389959857,0.537890044576523
['CHARLOTTE BAG PINK POLKADOT'],['STRAWBERRY CHARLOTTE BAG'],0.03734946445418725,0.03734946445418725,0.02008990510017204,0.537890044576523,14.40154637923383,1.0,0.01869492260515744,2.083163377563768,0.9666675266417083,0.3678861788617886,0.5199608389959857,0.537890044576523
['CHARLOTTE BAG PINK POLKADOT'],['RED RETROSPOT CHARLOTTE BAG'],0.03734946445418725,0.050113768799600424,0.02658305122370831,0.711738484398217,14.202453765638396,1.0,0.024711328797262275,3.295223884525098,0.9656563803823783,0.4366453965360073,0.6965304831953418,0.6210962632400829
['RED RETROSPOT CHARLOTTE BAG'],['CHARLOTTE BAG PINK POLKADOT'],0.050113768799600424,0.03734946445418725,0.02658305122370831,0.530454042081949,14.202453765638394,1.0,0.024711328797262275,2.050173192447804,0.9786325995625574,0.4366453965360073,0.5122363302360567,0.6210962632400829
['GREEN REGENCY TEACUP AND SAUCER'],['ROSES REGENCY TEACUP AND SAUCER '],0.05172318108663078,0.053055108496586935,0.03884788279038792,0.7510729613733905,14.156468296011637,1.0,0.03610370380604811,3.8041062020740557,0.9800523371987058,0.5892255892255891,0.7371261613425028,0.741645267297574
['ROSES REGENCY TEACUP AND SAUCER '],['GREEN REGENCY TEACUP AND SAUCER'],0.053055108496586935,0.05172318108663078,0.03884788279038792,0.7322175732217573,14.156468296011635,1.0,0.03610370380604811,3.541221245629613,0.981430831958875,0.5892255892255891,0.7176115439739478,0.741645267297574
['JUMBO BAG PEARS'],['JUMBO BAG APPLES'],0.03041234252733226,0.0491148232421333,0.020644874854320438,0.6788321167883211,13.821328714586167,1.0,0.0191511780267113,2.9607106639960845,0.9567449099983198,0.350612629594722,0.6622432539050285,0.5495855499195843
['JUMBO BAG APPLES'],['JUMBO BAG PEARS'],0.0491148232421333,0.03041234252733226,0.020644874854320438,0.42033898305084744,13.821328714586167,1.0,0.0191511780267113,1.6726804617218538,0.9755626428493431,0.350612629594722,0.4021571825077683,0.5495855499195843
['WOODLAND CHARLOTTE BAG'],['CHARLOTTE BAG SUKI DESIGN'],0.037793440257505966,0.044619568233531276,0.022920250846328875,0.6064610866372981,13.591818806116262,1.0,0.0212339238599792,2.427664455346885,0.962814397799959,0.38526119402985065,0.5880814591993886,0.5600713393385495
['CHARLOTTE BAG SUKI DESIGN'],['WOODLAND CHARLOTTE BAG'],0.044619568233531276,0.037793440257505966,0.022920250846328875,0.5136815920398009,13.59181880611626,1.0,0.0212339238599792,1.9785526190101408,0.9696936409558926,0.38526119402985065,0.49458003270072515,0.5600713393385495
['STRAWBERRY CHARLOTTE BAG'],['RED RETROSPOT CHARLOTTE BAG'],0.03734946445418725,0.050113768799600424,0.02541761473999667,0.6805349182763744,13.579799216414163,1.0,0.023545892313550636,2.9733648074319476,0.9623026991864024,0.4096601073345259,0.6636806901391674,0.5938665732024175
['RED RETROSPOT CHARLOTTE BAG'],['STRAWBERRY CHARLOTTE BAG'],0.050113768799600424,0.03734946445418725,0.02541761473999667,0.5071982281284606,13.579799216414163,1.0,0.023545892313550636,1.9534234462873454,0.9752338525407418,0.4096601073345259,0.48807822395057837,0.5938665732024175
['CHOCOLATE HOT WATER BOTTLE'],['HOT WATER BOTTLE I AM SO POORLY'],0.04550751984016871,0.03524057938842333,0.02103335368222432,0.46219512195121953,13.115423468407913,1.0,0.019429642316526604,1.793883729935358,0.967795881855437,0.3522304832713755,0.44255027050385554,0.5295227578260034
['HOT WATER BOTTLE I AM SO POORLY'],['CHOCOLATE HOT WATER BOTTLE'],0.03524057938842333,0.04550751984016871,0.02103335368222432,0.5968503937007874,13.115423468407913,1.0,0.019429642316526604,2.3675887691464568,0.9574966274753601,0.3522304832713755,0.5776293531074184,0.5295227578260034
['CHARLOTTE BAG SUKI DESIGN'],['STRAWBERRY CHARLOTTE BAG'],0.044619568233531276,0.03734946445418725,0.021810311338032077,0.4888059701492537,13.087362223060033,1.0,0.020143794360332617,1.8831411936224658,0.9667252728736035,0.3625461254612546,0.4689723726576388,0.5363792109290102
['STRAWBERRY CHARLOTTE BAG'],['CHARLOTTE BAG SUKI DESIGN'],0.03734946445418725,0.044619568233531276,0.021810311338032077,0.5839524517087666,13.087362223060031,1.0,0.020143794360332617,2.296325109210119,0.9594243959713528,0.3625461254612546,0.5645215932233671,0.5363792109290102
['CHARLOTTE BAG SUKI DESIGN'],['CHARLOTTE BAG PINK POLKADOT'],0.044619568233531276,0.03734946445418725,0.02131083855929852,0.47761194029850745,12.787651637799117,1.0,0.01964432158159906,1.8427881680448417,0.9648507841998258,0.35132662397072284,0.4573440304530616,0.5240957175489566
['CHARLOTTE BAG PINK POLKADOT'],['CHARLOTTE BAG SUKI DESIGN'],0.03734946445418725,0.044619568233531276,0.02131083855929852,0.5705794947994056,12.787651637799115,1.0,0.01964432158159906,2.2248132545980392,0.9575640637610976,0.35132662397072284,0.5505240730055468,0.5240957175489566
['WOODLAND CHARLOTTE BAG'],['RED RETROSPOT CHARLOTTE BAG'],0.037793440257505966,0.050113768799600424,0.023863699428381152,0.631424375917768,12.599818194531851,1.0,0.021969727701174988,2.577181368316622,0.956794324604914,0.3726169844020797,0.6119791907958788,0.5538074260541221
['RED RETROSPOT CHARLOTTE BAG'],['WOODLAND CHARLOTTE BAG'],0.050113768799600424,0.037793440257505966,0.023863699428381152,0.47619047619047616,12.599818194531851,1.0,0.021969727701174988,1.836939795872034,0.9692042533302174,0.3726169844020797,0.45561634504995907,0.5538074260541221
['JUMBO BAG WOODLAND ANIMALS'],['DOTCOM POSTAGE'],0.04079027692990732,0.03918086464287696,0.0200344081247572,0.49115646258503404,12.535620820566187,1.0,0.018436209805621037,1.8882408141376614,0.9593598806575631,0.33425925925925926,0.47040653262402404,0.5012439536721204
['DOTCOM POSTAGE'],['JUMBO BAG WOODLAND ANIMALS'],0.03918086464287696,0.04079027692990732,0.0200344081247572,0.5113314447592068,12.535620820566187,1.0,0.018436209805621037,1.9629045347463345,0.9577529126832622,0.33425925925925926,0.4905508738206519,0.5012439536721204
['ALARM CLOCK BAKELIKE GREEN'],['ALARM CLOCK BAKELIKE RED '],0.048615350463399744,0.051612187135801096,0.031244797158554858,0.6426940639269406,12.452370255805961,1.0,0.028735652592765316,2.6542738788148186,0.9666899756297176,0.4529364440868866,0.6232491273860111,0.624035204006481
['ALARM CLOCK BAKELIKE RED '],['ALARM CLOCK BAKELIKE GREEN'],0.051612187135801096,0.048615350463399744,0.031244797158554858,0.6053763440860215,12.45237025580596,1.0,0.028735652592765316,2.4108657331581425,0.9697446458084293,0.4529364440868866,0.5852112433113237,0.624035204006481
['CHARLOTTE BAG SUKI DESIGN'],['RED RETROSPOT CHARLOTTE BAG'],0.044619568233531276,0.050113768799600424,0.026361063322048947,0.5907960199004975,11.789095772521664,1.0,0.024125008595655764,2.321302522447177,0.9579177278077563,0.38555194805194803,0.5692073780431797,0.5584101915670815
['RED RETROSPOT CHARLOTTE BAG'],['CHARLOTTE BAG SUKI DESIGN'],0.050113768799600424,0.044619568233531276,0.026361063322048947,0.5260243632336655,11.789095772521664,1.0,0.024125008595655764,2.01567413524561,0.963458383045719,0.38555194805194803,0.5038880628003147,0.5584101915670815
['ALARM CLOCK BAKELIKE PINK'],['ALARM CLOCK BAKELIKE RED '],0.03640601587213497,0.051612187135801096,0.021810311338032077,0.5990853658536586,11.607440007867822,1.0,0.019931317233970503,2.3655604761935916,0.9483749114661212,0.3294216261525566,0.5772672015517043,0.5108330055074745
['ALARM CLOCK BAKELIKE RED '],['ALARM CLOCK BAKELIKE PINK'],0.051612187135801096,0.03640601587213497,0.021810311338032077,0.42258064516129035,11.60744000786782,1.0,0.019931317233970503,1.6687940507242356,0.9635808758725648,0.3294216261525566,0.40076488194213505,0.5108330055074745
"[""PAPER CHAIN KIT 50'S CHRISTMAS ""]",['PAPER CHAIN KIT VINTAGE CHRISTMAS'],0.062434097341694875,0.04439758033187191,0.02985737277318386,0.4782222222222222,10.771357777777778,1.0,0.027085449921008052,1.8314356424644704,0.9675705899413047,0.38788752703677,0.45398026727581287,0.5753611111111111
['PAPER CHAIN KIT VINTAGE CHRISTMAS'],"[""PAPER CHAIN KIT 50'S CHRISTMAS ""]",0.04439758033187191,0.062434097341694875,0.02985737277318386,0.6725,10.771357777777778,1.0,0.027085449921008052,2.862796649338336,0.949308179712434,0.38788752703677,0.6506912217355274,0.5753611111111111
['WOODEN FRAME ANTIQUE WHITE '],['WOODEN PICTURE FRAME WHITE FINISH'],0.05227815084077918,0.05971474554636772,0.029302403019035462,0.5605095541401274,9.386451353207208,1.0,0.026180626543943705,2.139489636945221,0.9427486198874616,0.3543624161073825,0.5325988110754267,0.5256079369213649
['WOODEN PICTURE FRAME WHITE FINISH'],['WOODEN FRAME ANTIQUE WHITE '],0.05971474554636772,0.05227815084077918,0.029302403019035462,0.49070631970260226,9.386451353207208,1.0,0.026180626543943705,1.8608553096629958,0.9502046970322955,0.3543624161073825,0.46261270566968377,0.5256079369213649
['JUMBO STORAGE BAG SUKI'],"['JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY']",0.06271158221876907,0.03646151284754981,0.02131083855929852,0.3398230088495576,9.320046874368611,1.0,0.019024279398538693,1.459515402791245,0.9524329815264372,0.2736992159657876,0.314841078012912,0.46214894734715317
"['JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY']",['JUMBO STORAGE BAG SUKI'],0.03646151284754981,0.06271158221876907,0.02131083855929852,0.5844748858447488,9.320046874368611,1.0,0.019024279398538693,2.2556721263086765,0.9264854639442461,0.2736992159657876,0.5566731581524382,0.46214894734715317
['JUMBO BAG WOODLAND ANIMALS'],['JUMBO STORAGE BAG SUKI'],0.04079027692990732,0.06271158221876907,0.023586214551306953,0.5782312925170068,9.22048642465836,1.0,0.021028191745890712,2.2222806034490477,0.9294587309582477,0.2951388888888889,0.5500118218878528,0.47716874360363615
['JUMBO STORAGE BAG SUKI'],['JUMBO BAG WOODLAND ANIMALS'],0.06271158221876907,0.04079027692990732,0.023586214551306953,0.37610619469026546,9.22048642465836,1.0,0.021028191745890712,1.537456719247099,0.9511969155001689,0.2951388888888889,0.34957518642234975,0.47716874360363615
['JUMBO BAG PINK POLKADOT'],"['JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI']",0.06432099450579944,0.038736888839558246,0.022476275043010155,0.34943917169974115,9.020837299222974,1.0,0.019984679828789164,1.4775914400994057,0.9502677093859379,0.27892561983471076,0.32322293371385236,0.4648341990303863
"['JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI']",['JUMBO BAG PINK POLKADOT'],0.038736888839558246,0.06432099450579944,0.022476275043010155,0.5802292263610315,9.020837299222974,1.0,0.019984679828789164,2.2290237059213376,0.924976247344086,0.27892561983471076,0.5513730978528723,0.4648341990303863
['JUMBO STORAGE BAG SUKI'],['DOTCOM POSTAGE'],0.06271158221876907,0.03918086464287696,0.021921305288861756,0.3495575221238938,8.921638797663515,1.0,0.019464211274407516,1.4771777183041483,0.9473209661595331,0.2741151977793199,0.32303338480624055,0.4545238035548647
['DOTCOM POSTAGE'],['JUMBO STORAGE BAG SUKI'],0.03918086464287696,0.06271158221876907,0.021921305288861756,0.5594900849858356,8.921638797663515,1.0,0.019464211274407516,2.127735122037135,0.9241208223570933,0.2741151977793199,0.5300166878654611,0.4545238035548647
['JUMBO BAG APPLES'],['JUMBO BAG ALPHABET'],0.0491148232421333,0.04706143515178423,0.02036738997724624,0.41468926553672314,8.811657872295063,1.0,0.018055975908245238,1.6280900190939593,0.9323039201498432,0.2686676427525622,0.3857833484192076,0.4237361422023238
['JUMBO BAG ALPHABET'],['JUMBO BAG APPLES'],0.04706143515178423,0.0491148232421333,0.02036738997724624,0.4327830188679245,8.811657872295063,1.0,0.018055975908245238,1.6764046359473406,0.9302949955068087,0.2686676427525622,0.40348530506484953,0.4237361422023238
"['JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI']",['JUMBO SHOPPER VINTAGE RED PAISLEY'],0.038736888839558246,0.06287807314501359,0.02131083855929852,0.5501432664756447,8.749365859333313,1.0,0.018875137629434515,2.08315638517446,0.9213980981660027,0.2653766413268832,0.519959227681194,0.4445332395926326
['JUMBO SHOPPER VINTAGE RED PAISLEY'],"['JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI']",0.06287807314501359,0.038736888839558246,0.02131083855929852,0.3389232127096205,8.749365859333311,1.0,0.018875137629434515,1.4540869224896935,0.9451342211496703,0.2653766413268832,0.312283203614956,0.4445332395926326
['PACK OF 72 RETROSPOT CAKE CASES'],['60 TEATIME FAIRY CAKE CASES'],0.06265608524335424,0.04178922248737444,0.022698262944669517,0.3622674933569531,8.668921597342546,1.0,0.02007991385824709,1.502527733071881,0.9437788885655928,0.27766463000678887,0.3344548802733081,0.4527140919640011
['60 TEATIME FAIRY CAKE CASES'],['PACK OF 72 RETROSPOT CAKE CASES'],0.04178922248737444,0.06265608524335424,0.022698262944669517,0.5431606905710491,8.668921597342544,1.0,0.02007991385824709,2.0518022320109135,0.9232263076493028,0.27766463000678887,0.5126235928596645,0.4527140919640011
"['JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY']",['JUMBO BAG PINK POLKADOT'],0.03646151284754981,0.06432099450579944,0.0203118930018314,0.5570776255707762,8.660898822398462,1.0,0.017966652234291013,2.112512393847731,0.9180105978573897,0.2524137931034483,0.5266299961542003,0.43643354962749337
['JUMBO BAG PINK POLKADOT'],"['JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY']",0.06432099450579944,0.03646151284754981,0.0203118930018314,0.3157894736842105,8.660898822398462,1.0,0.017966652234291013,1.4082485581458886,0.945344009489917,0.2524137931034483,0.2898980835339125,0.43643354962749337
['JUMBO STORAGE BAG SKULLS'],['JUMBO STORAGE BAG SUKI'],0.03795993118375048,0.06271158221876907,0.02025639602641656,0.5336257309941521,8.509205351135954,1.0,0.017875868680967976,2.009734413048157,0.9173008917741051,0.25189786059351277,0.502421815784453,0.4283172902758371
['JUMBO STORAGE BAG SUKI'],['JUMBO STORAGE BAG SKULLS'],0.06271158221876907,0.03795993118375048,0.02025639602641656,0.3230088495575221,8.509205351135952,1.0,0.017875868680967976,1.421052650669754,0.9415247177988105,0.25189786059351277,0.2962963057500428,0.4283172902758371
['JUMBO BAG PINK POLKADOT'],['JUMBO BAG WOODLAND ANIMALS'],0.06432099450579944,0.04079027692990732,0.022032299239691435,0.34253666954270917,8.397507821074935,1.0,0.01940862806139283,1.4589554711787893,0.9414735665773252,0.2651970607882431,0.3145781212965793,0.4413363619822389
['JUMBO BAG WOODLAND ANIMALS'],['JUMBO BAG PINK POLKADOT'],0.04079027692990732,0.06432099450579944,0.022032299239691435,0.5401360544217687,8.397507821074935,1.0,0.01940862806139283,2.0346865947876847,0.918377941014447,0.2651970607882431,0.5085238175934668,0.4413363619822389
['LUNCH BAG WOODLAND'],['LUNCH BAG SPACEBOY DESIGN '],0.0482823686109107,0.05760586048060381,0.023253232698817915,0.4816091954022989,8.360420127123337,1.0,0.02047188530894471,1.8179221760130264,0.9250525125076005,0.2813969106783076,0.44992144702632497,0.4426350408610724
['LUNCH BAG SPACEBOY DESIGN '],['LUNCH BAG WOODLAND'],0.05760586048060381,0.0482823686109107,0.023253232698817915,0.40366088631984587,8.360420127123337,1.0,0.02047188530894471,1.595933604817245,0.934204436546307,0.2813969106783076,0.3734075170912183,0.4426350408610724
"['JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT']",['JUMBO STORAGE BAG SUKI'],0.04356512570064931,0.06271158221876907,0.022476275043010155,0.5159235668789809,8.226926328842794,1.0,0.019744237080762877,1.9362405472585955,0.9184607802262826,0.2682119205298013,0.4835352449281992,0.4371653232624993
['JUMBO STORAGE BAG SUKI'],"['JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT']",0.06271158221876907,0.04356512570064931,0.022476275043010155,0.3584070796460177,8.226926328842794,1.0,0.019744237080762877,1.490719183390712,0.9372226352312011,0.2682119205298013,0.3291828460103048,0.4371653232624993
['HEART OF WICKER SMALL'],['HEART OF WICKER LARGE'],0.06459847938287364,0.050724235529163664,0.026805039125367667,0.4149484536082474,8.180477227097384,1.0,0.02352833064232496,1.6225506458796672,0.9383753645912984,0.30282131661442,0.3836864183318919,0.4716974215524825
['HEART OF WICKER LARGE'],['HEART OF WICKER SMALL'],0.050724235529163664,0.06459847938287364,0.026805039125367667,0.5284463894967176,8.180477227097384,1.0,0.02352833064232496,1.9836589091509358,0.9246604367253045,0.30282131661442,0.4958810734109377,0.4716974215524825
['DOTCOM POSTAGE'],['JUMBO SHOPPER VINTAGE RED PAISLEY'],0.03918086464287696,0.06287807314501359,0.02014540207558688,0.5141643059490085,8.177163838389395,1.0,0.017681784802687187,1.928886531660701,0.9134999273623429,0.24593495934959353,0.4815661867165217,0.4172763277317858
['JUMBO SHOPPER VINTAGE RED PAISLEY'],['DOTCOM POSTAGE'],0.06287807314501359,0.03918086464287696,0.02014540207558688,0.32038834951456313,8.177163838389395,1.0,0.017681784802687187,1.413776727739767,0.9365998011621605,0.24593495934959353,0.29267473400929434,0.4172763277317858
['JUMBO BAG WOODLAND ANIMALS'],['JUMBO SHOPPER VINTAGE RED PAISLEY'],0.04079027692990732,0.06287807314501359,0.02075586880515012,0.508843537414966,8.092543425137046,1.0,0.018191054788746046,1.9079906266992106,0.9136995112787072,0.25033467202141907,0.47588841055787473,0.41947031239680344
['JUMBO SHOPPER VINTAGE RED PAISLEY'],['JUMBO BAG WOODLAND ANIMALS'],0.06287807314501359,0.04079027692990732,0.02075586880515012,0.3300970873786408,8.092543425137046,1.0,0.018191054788746046,1.4318637895104283,0.9352352453476949,0.25033467202141907,0.3016095474123888,0.41947031239680344
['LUNCH BAG APPLE DESIGN'],['LUNCH BAG SUKI DESIGN '],0.0507797325045785,0.05666241189855153,0.023197735723403074,0.4568306010928962,8.062321842402445,1.0,0.020320433604130383,1.7367281551565903,0.9228271682160585,0.2753623188405797,0.42420464766989624,0.43311657380795643
['LUNCH BAG SUKI DESIGN '],['LUNCH BAG APPLE DESIGN'],0.05666241189855153,0.0507797325045785,0.023197735723403074,0.40940254652301666,8.062321842402445,1.0,0.020320433604130383,1.6072203865884336,0.9285819440620934,0.2753623188405797,0.3778077926682786,0.43311657380795643
['LUNCH BAG PINK POLKADOT'],['LUNCH BAG CARS BLUE'],0.05582995726732893,0.05910427881680448,0.026083578444974748,0.46719681908548705,7.904619232959053,1.0,0.022783789084316258,1.7659348796833856,0.9251423504679149,0.2935665209244222,0.4337277033798155,0.4542556865380487
['LUNCH BAG CARS BLUE'],['LUNCH BAG PINK POLKADOT'],0.05910427881680448,0.05582995726732893,0.026083578444974748,0.4413145539906103,7.904619232959053,1.0,0.022783789084316258,1.6899850344710832,0.9283618502129667,0.2935665209244222,0.40827878377457283,0.4542556865380487
['LUNCH BAG CARS BLUE'],['LUNCH BAG WOODLAND'],0.05910427881680448,0.0482823686109107,0.022476275043010155,0.38028169014084506,7.876202039825158,1.0,0.01962258046669516,1.535726177923303,0.927876738363939,0.2647058823529412,0.34884225171426253,0.4228994657600777
['LUNCH BAG WOODLAND'],['LUNCH BAG CARS BLUE'],0.0482823686109107,0.05910427881680448,0.022476275043010155,0.46551724137931033,7.876202039825158,1.0,0.01962258046669516,1.7603855428588817,0.917325921174542,0.2647058823529412,0.431942619583213,0.4228994657600777
['JUMBO BAG PINK VINTAGE PAISLEY'],['JUMBO SHOPPER VINTAGE RED PAISLEY'],0.04523003496309451,0.06287807314501359,0.022254287141350797,0.49202453987730066,7.825057532258677,1.0,0.019410309694589817,1.844817319774913,0.9135241412859388,0.2592113768584357,0.45794090868465476,0.4229760828247933
['JUMBO SHOPPER VINTAGE RED PAISLEY'],['JUMBO BAG PINK VINTAGE PAISLEY'],0.06287807314501359,0.04523003496309451,0.022254287141350797,0.353927625772286,7.825057532258676,1.0,0.019410309694589817,1.477806516921877,0.930727781990009,0.2592113768584357,0.32332143041099864,0.4229760828247933
['PACK OF 60 PINK PAISLEY CAKE CASES'],['PACK OF 72 RETROSPOT CAKE CASES'],0.043343137798989954,0.06265608524335424,0.02103335368222432,0.48527528809218956,7.745062370357098,1.0,0.018317642345576354,1.8210587000620408,0.9103425854580953,0.24755062050947096,0.45086888194986163,0.4104852968361745
['PACK OF 72 RETROSPOT CAKE CASES'],['PACK OF 60 PINK PAISLEY CAKE CASES'],0.06265608524335424,0.043343137798989954,0.02103335368222432,0.3356953055801594,7.745062370357097,1.0,0.018317642345576354,1.4400874632332539,0.9290992000074983,0.24755062050947096,0.3055977324079877,0.4104852968361745
['LUNCH BAG PINK POLKADOT'],['LUNCH BAG  BLACK SKULL.'],0.05582995726732893,0.06748432210444531,0.028969421166546425,0.5188866799204772,7.688995958459768,1.0,0.025201774347240583,1.93824539661762,0.9213848864278456,0.3070588235294118,0.4840694569712003,0.47408149785497544
['LUNCH BAG  BLACK SKULL.'],['LUNCH BAG PINK POLKADOT'],0.06748432210444531,0.05582995726732893,0.028969421166546425,0.4292763157894737,7.688995958459768,1.0,0.025201774347240583,1.65433828813102,0.9329001412126963,0.3070588235294118,0.39552870946984814,0.47408149785497544
['JAM MAKING SET WITH JARS'],['JAM MAKING SET PRINTED'],0.055441478439425054,0.05594095121815861,0.023308729674232753,0.4204204204204204,7.515432098765431,1.0,0.020207280633390286,1.6288687214733326,0.9178260869565218,0.2646502835538752,0.38607698286729497,0.4185435435435435
