CustomerID,Recency,Frequency,Monetary,Cluster,ClusterLabel,PCA1,PCA2
12378.0,130,1,4008.62,2,At-Risk / Churned,-0.1812317012226576,1.030943842274905
12379.0,82,2,852.24,2,At-Risk / Churned,-0.3743784838820117,0.3345060516728205
12380.0,22,4,2724.81,2,At-Risk / Churned,1.1292507908117344,0.13963559905771117
12381.0,5,5,1845.31,1,Champions,1.6227713603000666,-0.783969520138454
12383.0,185,5,1850.56,2,At-Risk / Churned,0.3119288911621599,1.3942551695612857
12384.0,29,2,585.27,0,Potential Loyalists,-0.16359225570603564,-0.4472002074149926
12386.0,338,2,401.9,3,At-Risk / Churned,-1.2681482612745107,0.9537095247140166
12388.0,16,6,2780.66,1,Champions,1.5587445541981355,0.08464947658792212
12390.0,80,1,549.84,3,At-Risk / Churned,-0.9394834870493715,0.004062740498859146
12391.0,22,1,460.89,0,Potential Loyalists,-0.5419874572875206,-0.8581966000267324
12393.0,72,4,1582.6000000000001,2,At-Risk / Churned,0.43021421498820817,0.6743491059808401
12394.0,64,2,1272.48,2,At-Risk / Churned,-0.09093258965185505,0.32519654186747854
12395.0,19,12,3018.63,1,Champions,2.0955590168786893,0.45540799777514074
12397.0,36,2,2409.9,2,At-Risk / Churned,0.42724960232220255,0.2001230371412885
12398.0,46,1,1635.6599999999999,2,At-Risk / Churned,-0.21474267565219118,0.05509963601649799
12399.0,119,4,1108.65,2,At-Risk / Churned,0.07151790488549926,0.8600979116463877
12401.0,303,1,84.3,3,At-Risk / Churned,-2.3300001503362617,0.16407038133630666
12402.0,323,1,225.6,3,At-Risk / Churned,-1.8907212605685593,0.5598719258295126
12403.0,50,1,427.7,3,At-Risk / Churned,-0.8816661430600792,-0.38043820415909657
12405.0,149,1,1710.39,2,At-Risk / Churned,-0.6369992716727875,0.8071052642951129
12406.0,22,2,3415.3,2,At-Risk / Churned,0.7743205656033009,0.02549230210931593
12407.0,50,5,1708.1200000000001,2,At-Risk / Churned,0.7683735592717771,0.5447731571974694
12408.0,33,5,2888.55,2,At-Risk / Churned,1.172497859246919,0.4787253267510202
12409.0,79,3,11072.67,2,At-Risk / Churned,1.1162838930136416,1.3541431637533718
12410.0,309,2,693.3299999999999,3,At-Risk / Churned,-0.9757065755782942,1.0949947205750281
12412.0,75,3,1226.88,2,At-Risk / Churned,0.09224918132952781,0.5215961758547362
12413.0,67,3,758.1,2,At-Risk / Churned,-0.09345826008305123,0.2761380922238722
12414.0,217,3,562.41,3,At-Risk / Churned,-0.680092474745213,0.9063065314476095
12415.0,24,21,124914.53,1,Champions,4.252635175262884,2.1531541560938527
12417.0,3,9,3649.1,1,Champions,2.563209976222719,-0.5968291937827146
12418.0,113,1,668.58,3,At-Risk / Churned,-0.9774400878310419,0.2917458017805746
12420.0,64,1,600.39,3,At-Risk / Churned,-0.8137299999401858,-0.10352081554932968
12421.0,16,4,807.04,0,Potential Loyalists,0.6677669222651009,-0.494322304873253
12422.0,96,3,803.5600000000001,2,At-Risk / Churned,-0.2015880991933543,0.5224989454812269
12423.0,1,8,1859.31,1,Champions,2.412926857649245,-1.321960263419046
12424.0,163,2,1760.96,2,At-Risk / Churned,-0.2905064655589659,1.0300677408457577
12425.0,78,1,777.2,3,At-Risk / Churned,-0.7659597586263908,0.11390742140558502
12426.0,195,1,582.73,3,At-Risk / Churned,-1.2496281556662443,0.5854143407069022
12427.0,22,3,825.8,0,Potential Loyalists,0.3613024594551534,-0.38006393446732495
12428.0,26,9,7956.46,1,Champions,2.203369532069045,0.8973490720610768
12429.0,9,4,3750.4,1,Champions,1.5990697357215156,-0.27226546800740375
12430.0,43,1,256.4,3,At-Risk / Churned,-1.067324140884014,-0.659608461563998
12431.0,36,15,6487.45,1,Champions,2.411275581257694,1.2034684063293069
12432.0,43,5,5059.32,2,At-Risk / Churned,1.3398720276002842,0.8460215809160667
12433.0,1,7,13375.87,1,Champions,3.2425381895567926,-0.6495829732729443
12434.0,85,2,806.14,2,At-Risk / Churned,-0.4143036638967131,0.3368127566510649
12435.0,80,2,7829.89,2,At-Risk / Churned,0.6868856134154121,1.125437312319166
12436.0,100,1,509.01,3,At-Risk / Churned,-1.0603519149301421,0.11595601678721192
12437.0,2,18,4951.41,1,Champions,3.398528995317579,-0.42160535651763015
12438.0,14,2,2906.85,2,At-Risk / Churned,0.861186365860462,-0.30413161520814624
12441.0,367,1,173.55,3,At-Risk / Churned,-2.063221707559458,0.5456725543905949
12442.0,3,1,172.06,0,Potential Loyalists,-0.3394309527379697,-2.324317734605873
12444.0,21,5,5005.46,1,Champions,1.5996585348846923,0.4026648648933044
12445.0,22,1,133.4,0,Potential Loyalists,-1.1278033410528805,-1.307269543118827
12446.0,58,1,1002.3100000000001,3,At-Risk / Churned,-0.5338474485610615,0.021257103910796105
12447.0,243,1,476.49,3,At-Risk / Churned,-1.4286643373464458,0.6512179653105103
12448.0,44,1,449.45,3,At-Risk / Churned,-0.8103544198260215,-0.44179050246956725
12449.0,22,4,4067.29,2,At-Risk / Churned,1.3192815271962925,0.2853087780054372
12450.0,156,2,197.88,3,At-Risk / Churned,-1.3090260302318835,0.20886061306810222
12451.0,11,5,9035.52,1,Champions,2.1115082383980788,0.23318795643449267
12452.0,17,2,430.57,0,Potential Loyalists,-0.11377034645295755,-0.8825105303049672
12453.0,134,1,707.09,3,At-Risk / Churned,-1.0155110406896328,0.4192844209045493
12454.0,56,1,3528.34,2,At-Risk / Churned,0.07620289948680045,0.45694115093898685
12455.0,73,6,2466.86,2,At-Risk / Churned,0.9399048317485648,0.9736466254075833
12456.0,44,3,3181.04,2,At-Risk / Churned,0.7443739523670817,0.5357198558764473
12457.0,66,7,2363.23,2,At-Risk / Churned,1.078308069051667,0.9463459463658822
12458.0,71,2,947.4,2,At-Risk / Churned,-0.2698758481882943,0.28282871273319965
12461.0,94,2,826.88,2,At-Risk / Churned,-0.44029630546153775,0.409144960038471
12462.0,19,2,1189.59,0,Potential Loyalists,0.327515013335069,-0.44656890026915036
12463.0,53,4,1344.78,2,At-Risk / Churned,0.46819396418035447,0.42401511582944207
12464.0,10,8,1212.05,1,Champions,1.5585976688727643,-0.396676971717428
12465.0,17,2,742.1899999999999,0,Potential Loyalists,0.14414961428120224,-0.6847950380164743
12468.0,188,2,729.5400000000001,3,At-Risk / Churned,-0.7625009627628185,0.7997618680133284
12471.0,2,30,19824.05,1,Champions,4.499572225078563,0.2710695446744826
12472.0,32,7,6572.11,1,Champions,1.8341466721023723,0.8693121746310428
12473.0,29,5,3938.5499999999997,2,At-Risk / Churned,1.3674144447169871,0.5121256645555697
12474.0,17,18,7375.79,1,Champions,2.902949677325857,0.8593412864503196
12475.0,54,1,723.38,3,At-Risk / Churned,-0.6615977368516803,-0.14174817337857487
12476.0,16,11,6816.42,1,Champions,2.4716920945980716,0.6178460505291197
12477.0,23,6,13219.74,1,Champions,2.1666500856164954,0.8703008874935592
12478.0,4,1,680.99,0,Potential Loyalists,0.22606734460190483,-1.6839799985748205
12479.0,11,1,527.2,0,Potential Loyalists,-0.22972797106263124,-1.2218787030000877
12480.0,28,4,3281.63,2,At-Risk / Churned,1.128881260709772,0.3542175816772662
12481.0,23,10,5596.32,1,Champions,2.167639489588155,0.7313137318374742
12483.0,17,8,2484.98,1,Champions,1.7109056460531027,0.17657298264833934
12484.0,33,6,4541.72,2,At-Risk / Churned,1.526629006274377,0.7025334982199652
12488.0,10,3,1298.66,0,Potential Loyalists,0.8577822931788808,-0.6831809444239343
12489.0,336,1,334.93,3,At-Risk / Churned,-1.7189215240374751,0.7280347595525997
12490.0,5,10,5417.93,1,Champions,2.681998202496145,-0.1593968635794963
12491.0,39,1,460.40000000000003,0,Potential Loyalists,-0.7539498528407035,-0.5077293959100433
12492.0,63,2,263.21000000000004,3,At-Risk / Churned,-0.8313391422208982,-0.25675343019702807
12493.0,166,2,433.74,3,At-Risk / Churned,-0.9615130051933838,0.532492531082916
12494.0,16,7,1246.1000000000001,2,At-Risk / Churned,1.2988483685871988,-0.15586643100457864
12497.0,82,1,1043.1,3,At-Risk / Churned,-0.6453551371303733,0.25214406415463064
12498.0,21,3,403.70000000000005,0,Potential Loyalists,0.039272870500858474,-0.6681283269109058
12500.0,23,11,4257.82,1,Champions,2.1166589157494005,0.6653308588881364
12501.0,337,1,2169.39,3,At-Risk / Churned,-0.8346864946529878,1.4086154148262402
12502.0,96,5,3723.87,2,At-Risk / Churned,0.8924029082599225,1.2357647519164816
12504.0,18,2,482.04999999999995,0,Potential Loyalists,-0.08095492214077135,-0.8072381303663313
12506.0,233,1,73.5,3,At-Risk / Churned,-2.2942375010223137,-0.051100046997139235
12507.0,134,3,1304.81,2,At-Risk / Churned,-0.0980934944158917,0.9082470013710988
12508.0,26,2,398.27,0,Potential Loyalists,-0.3056209638760727,-0.65373859147156
12509.0,284,1,176.5,3,At-Risk / Churned,-1.9576017124504812,0.38971935623709786
12510.0,143,2,982.5699999999999,2,At-Risk / Churned,-0.5174612130786803,0.7355385430633989
12512.0,66,2,138.03,3,At-Risk / Churned,-1.1535208430280257,-0.46126798296594423
12513.0,113,1,612.29,3,At-Risk / Churned,-1.0191102663773468,0.25980240414054495
12514.0,267,1,1017.68,3,At-Risk / Churned,-1.1049500390965834,0.9863338586569951
12515.0,353,1,383.7,3,At-Risk / Churned,-1.6733987177657916,0.808549704005754
12516.0,78,2,1312.06,2,At-Risk / Churned,-0.15094476971169435,0.46000126088576276
12517.0,28,5,2502.84,2,At-Risk / Churned,1.1652903727874404,0.3257574455794738
12518.0,1,5,2056.89,1,Champions,2.0940546581216797,-1.441037871876631
12519.0,64,1,340.84,3,At-Risk / Churned,-1.0817949590492735,-0.30901322957065525
12520.0,79,5,2634.26,2,At-Risk / Churned,0.8018184302367983,0.9877187299071224
12521.0,143,1,599.68,3,At-Risk / Churned,-1.1182375340246495,0.4003597379952763
12522.0,39,2,192.72,0,Potential Loyalists,-0.7990045812562075,-0.6676297754704791
12523.0,19,11,1789.77,1,Champions,1.7752160525118463,0.23458822562721324
12524.0,9,8,4485.72,1,Champions,2.2157010534667743,0.01869689032589169
12526.0,1,3,1316.66,0,Potential Loyalists,1.5157251077953933,-1.7590095003822077
12527.0,82,3,348.71000000000004,3,At-Risk / Churned,-0.5374051962748291,0.12058745083219992
12528.0,9,6,1933.48,1,Champions,1.5891520424420669,-0.383899261305829
12530.0,60,4,1662.28,2,At-Risk / Churned,0.5221324680876233,0.5783471860060648
12531.0,15,1,125.22,0,Potential Loyalists,-1.018928379999967,-1.5601986682487445
12532.0,30,1,349.83000000000004,0,Potential Loyalists,-0.7865559928490863,-0.7689933074349907
12534.0,131,1,1089.18,3,At-Risk / Churned,-0.8021493359981526,0.5620116833436043
12535.0,92,2,716.35,2,At-Risk / Churned,-0.5001686808344632,0.34352539205026095
12536.0,43,3,12601.830000000002,2,At-Risk / Churned,1.4061100444228012,1.022160580720395
12538.0,29,1,363.95,0,Potential Loyalists,-0.7553019365694241,-0.7754287353419916
12539.0,22,4,5568.35,2,At-Risk / Churned,1.4683117470145464,0.3995519067394663
12540.0,20,17,13400.24,1,Champions,3.078439596345364,1.1534722264965556
12541.0,30,3,981.18,2,At-Risk / Churned,0.32896320656833444,-0.12817056941034735
12544.0,36,1,372.7,0,Potential Loyalists,-0.8241968861985078,-0.633844508950543
12545.0,75,2,1000.39,2,At-Risk / Churned,-0.26473645735229717,0.33688530383035725
12546.0,47,2,1161.5,2,At-Risk / Churned,-0.018347796512093152,0.0998041183793637
12547.0,198,2,207.79999999999998,3,At-Risk / Churned,-1.3765125808483094,0.3768655141359331
12548.0,166,1,95.19999999999999,3,At-Risk / Churned,-2.044033140184124,-0.17197996912876018
12550.0,79,1,964.83,3,At-Risk / Churned,-0.6682648568172067,0.20045780532890858
12551.0,358,1,168.0,3,At-Risk / Churned,-2.0690936502724644,0.5182198142201095
12552.0,39,2,437.82,0,Potential Loyalists,-0.4109893287267352,-0.3701862334858364
12553.0,8,10,3692.28,1,Champions,2.3451338266032877,-0.04178912686071924
12556.0,50,2,603.71,0,Potential Loyalists,-0.35165944940159855,-0.09950976287976553
12557.0,16,5,11990.960000000001,1,Champions,2.1126891937006436,0.5569512558881097
12558.0,8,1,269.96,0,Potential Loyalists,-0.4365529378796674,-1.6470888148286518
12559.0,311,2,561.71,3,At-Risk / Churned,-1.0779030065001836,1.0226143176818896
12560.0,5,3,2134.01,0,Potential Loyalists,1.3249420301600414,-0.8869161503333358
12561.0,303,1,238.85,3,At-Risk / Churned,-1.8394077181099509,0.540147223060901
12562.0,8,7,3781.7400000000002,1,Champions,2.0684281012771017,-0.1554452299246366
12564.0,261,1,456.9,3,At-Risk / Churned,-1.4757414963297615,0.6811055544992015
12565.0,289,1,145.92,3,At-Risk / Churned,-2.0539735401997667,0.331963968200184
12566.0,86,1,351.65,3,At-Risk / Churned,-1.1784166437533221,-0.11286002112223073
12567.0,23,10,9401.28,1,Champions,2.4137636092806525,0.9199868044858953
12569.0,2,32,4124.69,1,Champions,3.8112431196118615,-0.2759178308916881
12571.0,40,2,519.61,0,Potential Loyalists,-0.339321236383337,-0.29235865610522643
12572.0,9,2,1020.42,0,Potential Loyalists,0.5196544774053772,-0.9417822791607563
12573.0,227,1,160.54000000000002,3,At-Risk / Churned,-1.917044050827615,0.2139701380532516
12574.0,316,1,218.45,3,At-Risk / Churned,-1.8975896218169526,0.5343609021261947
12576.0,36,5,1315.83,2,At-Risk / Churned,0.7672628345629734,0.2464607898373511
12577.0,35,3,657.8,2,At-Risk / Churned,0.08231682751182011,-0.17863764994156595
12578.0,21,2,2794.51,2,At-Risk / Churned,0.6961415725643684,-0.07564184856851892
12579.0,78,1,440.42,3,At-Risk / Churned,-1.035014552234623,-0.0923437769096177
12580.0,247,1,415.7,3,At-Risk / Churned,-1.4994983186245578,0.611990731057115
12581.0,40,1,197.71,3,At-Risk / Churned,-1.1631421973772633,-0.7985183371158863
12582.0,239,2,511.36,3,At-Risk / Churned,-1.0221301713157627,0.8221736104599353
12583.0,3,15,7281.38,1,Champions,3.316122750541173,-0.1649802342358517
12584.0,4,9,2338.15,1,Champions,2.266790524978197,-0.6172177213897091
12585.0,234,2,2040.1,2,At-Risk / Churned,-0.3581757466663608,1.3116305940713742
12586.0,17,1,196.94000000000003,0,Potential Loyalists,-0.8504245544243396,-1.321850189181686
12587.0,8,1,144.0,0,Potential Loyalists,-0.733249704083814,-1.874529711700219
12588.0,39,1,214.89999999999998,3,At-Risk / Churned,-1.1143351044503764,-0.7839924165490727
12589.0,29,2,646.68,0,Potential Loyalists,-0.1163208756269898,-0.41096305788658405
12590.0,211,2,9864.26,2,At-Risk / Churned,0.4288258423902582,1.8194541571634073
12591.0,317,1,452.84999999999997,3,At-Risk / Churned,-1.5539762696254265,0.8006864573690817
12592.0,92,2,437.6,3,At-Risk / Churned,-0.7336282945558863,0.16456063753873032
12593.0,109,3,418.09999999999997,3,At-Risk / Churned,-0.5591316745318964,0.364994458353546
12594.0,38,10,3338.2200000000003,1,Champions,1.7369968650563852,0.8512276919286393
12596.0,51,2,618.27,2,At-Risk / Churned,-0.34778916176593433,-0.07854356724828042
12597.0,19,4,3811.22,2,At-Risk / Churned,1.3418371491080359,0.17304902468871503
12598.0,10,8,3023.08,1,Champions,1.9920702803946568,-0.06438686692415971
12599.0,29,7,1032.58,2,At-Risk / Churned,0.9926972283830717,0.13593000659856308
12600.0,29,10,2599.04,1,Champions,1.718517611019974,0.5938670459320455
12601.0,190,5,577.0600000000001,2,At-Risk / Churned,-0.25061602797453864,0.9876098141229709
12602.0,59,1,153.12,3,At-Risk / Churned,-1.429228717161211,-0.6495423995890829
12603.0,22,1,739.1999999999999,0,Potential Loyalists,-0.31819998575000547,-0.6866462865996849
12604.0,79,2,254.18,3,At-Risk / Churned,-0.9331083802396386,-0.12792759447034258
12607.0,60,1,1579.51,2,At-Risk / Churned,-0.33093699361980256,0.2077043053290918
12609.0,78,3,1126.85,2,At-Risk / Churned,0.03713163418346081,0.5152302098637104
12610.0,23,5,2099.54,2,At-Risk / Churned,1.1542602132935813,0.1418867617024847
12611.0,52,1,1193.32,2,At-Risk / Churned,-0.4101686560668664,0.016656672671859375
12612.0,74,1,704.0400000000001,3,At-Risk / Churned,-0.792955313066781,0.04504990066381618
12613.0,57,5,3344.38,2,At-Risk / Churned,1.0379246675862464,0.8706248938410077
12614.0,278,1,315.6,3,At-Risk / Churned,-1.674873023630278,0.5867298610540069
12615.0,2,4,2291.19,1,Champions,1.8253640989082152,-1.2147991383584846
12616.0,95,2,713.3,3,At-Risk / Churned,-0.5143223527901427,0.3621045243495342
12617.0,29,1,355.53,0,Potential Loyalists,-0.7663785073516279,-0.7839197789930452
12618.0,22,1,177.31,0,Potential Loyalists,-0.9936509205943479,-1.2044313921779226
12619.0,16,9,3641.24,1,Champions,2.00929257645756,0.319751767941569
12620.0,15,3,1339.41,2,At-Risk / Churned,0.7292552409852985,-0.43438997873882723
12621.0,2,20,13689.67,1,Champions,3.9715871052106664,-0.013256220374882851
12622.0,232,1,180.1,3,At-Risk / Churned,-1.87109560825924,0.269301013803728
12623.0,276,1,305.1,3,At-Risk / Churned,-1.6881287272281094,0.5698997115318184
12624.0,106,2,641.13,3,At-Risk / Churned,-0.6063185571806274,0.39213696712912843
12625.0,212,2,2683.82,2,At-Risk / Churned,-0.19053435714843323,1.3490289751003992
12626.0,23,9,6620.48,1,Champions,2.161161455369528,0.755816000734877
12627.0,11,7,4478.53,1,Champions,2.0387287939600585,0.08845082941460292
12628.0,4,3,786.46,0,Potential Loyalists,0.9213030641596602,-1.365336881253605
12630.0,10,2,1270.88,0,Potential Loyalists,0.5873012142372434,-0.8015794164093764
12631.0,57,1,640.5,3,At-Risk / Churned,-0.7395512163800498,-0.1522761047018361
12633.0,59,4,2163.98,2,At-Risk / Churned,0.6535452064558637,0.6637635551817178
12635.0,90,2,1689.18,2,At-Risk / Churned,-0.08517279081420881,0.6415000925765411
12637.0,67,8,6021.9,2,At-Risk / Churned,1.6229347832769951,1.3411604779615296
12638.0,33,1,671.69,0,Potential Loyalists,-0.5129397161753309,-0.4736212275704921
12639.0,239,1,486.1,3,At-Risk / Churned,-1.4128925048778909,0.6479866835887219
12640.0,24,3,1174.58,2,At-Risk / Churned,0.49645517763368296,-0.1991695651240848
12641.0,115,1,185.9,3,At-Risk / Churned,-1.5896283608248156,-0.16142257450167735
12642.0,25,3,1013.26,2,At-Risk / Churned,0.41142580273018253,-0.22799603238435748
12643.0,128,6,3344.64,2,At-Risk / Churned,0.8719475276967793,1.436694301230071
12644.0,130,1,477.91,3,At-Risk / Churned,-1.1895886583521031,0.2579606593762965
12645.0,34,4,1775.18,2,At-Risk / Churned,0.7655734437754178,0.2500265690354864
12646.0,5,2,1346.97,0,Potential Loyalists,0.8464890748724934,-1.1647410653007355
12647.0,22,12,3722.82,1,Champions,2.141623293747392,0.6202701825963648
12648.0,155,1,318.05,3,At-Risk / Churned,-1.4490682149056868,0.22094703505608576
12649.0,107,3,623.51,2,At-Risk / Churned,-0.3628483378816039,0.49845225963182654
12650.0,3,1,314.44,0,Potential Loyalists,-0.054553575438722315,-2.105937308623141
12651.0,335,1,114.0,3,At-Risk / Churned,-2.2264730553417875,0.3362028227889435
12652.0,331,1,919.98,3,At-Risk / Churned,-1.2346247066442377,1.0854297249158096
12653.0,149,2,2209.85,2,At-Risk / Churned,-0.14871388130921562,1.056051116881463
12654.0,11,5,601.98,0,Potential Loyalists,0.8268742747342678,-0.7515828066089301
12656.0,17,5,4051.17,1,Champions,1.5759855922796082,0.19850884578001918
12657.0,11,4,1643.18,2,At-Risk / Churned,1.1379637860709721,-0.45673824178225014
12658.0,19,1,686.05,0,Potential Loyalists,-0.30015352524087774,-0.8023626590318439
12659.0,30,1,91.68,3,At-Risk / Churned,-1.418232192105823,-1.2532217104925467
12660.0,11,1,245.1,0,Potential Loyalists,-0.5921475684476565,-1.4997012061829027
12662.0,1,11,3849.78,1,Champions,3.0183942047066514,-0.9467690456458511
12664.0,8,9,4881.88,1,Champions,2.3914189351987134,0.023160150195625655
12665.0,325,1,63.0,3,At-Risk / Churned,-2.4930283201127343,0.10386146720405394
12667.0,58,1,620.13,3,At-Risk / Churned,-0.7613959672315915,-0.15317634148985892
12668.0,12,4,3807.15,1,Champions,1.5059403601409826,-0.10046142292508596
12669.0,151,3,2744.0299999999997,2,At-Risk / Churned,0.20914925283693075,1.2537121339008601
12670.0,10,5,2996.05,1,Champions,1.6210389125397624,-0.22344849063144276
12672.0,330,1,225.89999999999998,3,At-Risk / Churned,-1.8982611592906362,0.5739051397747814
12673.0,5,2,610.52,0,Potential Loyalists,0.47141348382168524,-1.4522653612835634
12674.0,39,4,1970.6,2,At-Risk / Churned,0.7640807401449458,0.372657348906617
12676.0,25,6,1331.39,2,At-Risk / Churned,1.0470965280862468,0.08627142130731422
12678.0,42,12,17628.46,1,Champions,2.640345932815127,1.5825687635961654
12679.0,59,4,1113.02,2,At-Risk / Churned,0.338247368741887,0.4220635059739335
12680.0,1,4,862.81,0,Potential Loyalists,1.5171967456227247,-1.8268733192918822
12681.0,15,22,13787.54,1,Champions,3.417600195923025,1.085612351724745
12682.0,4,31,12288.22,1,Champions,4.106161461861952,0.4331764557011191
12683.0,4,15,8476.57,1,Champions,3.3029686518863643,0.03177592318319717
12684.0,8,7,2283.63,1,Champions,1.829146661369297,-0.3388728620947323
12685.0,28,6,2863.08,2,At-Risk / Churned,1.3685178586008258,0.4338863513562667
12686.0,372,1,89.14,3,At-Risk / Churned,-2.3819734023670245,0.3138343053292954
12688.0,114,1,4873.8099999999995,2,At-Risk / Churned,-0.03873820031981238,1.019428577274426
12689.0,26,2,1247.61,2,At-Risk / Churned,0.23541878723459997,-0.23898999879188318
12690.0,206,1,389.01,3,At-Risk / Churned,-1.4618571237991556,0.47333904575682373
12691.0,28,6,1035.8,2,At-Risk / Churned,0.8863394637745069,0.06425951661034117
12693.0,127,4,855.91,2,At-Risk / Churned,-0.07579498731610551,0.8069943238699392
12694.0,70,2,869.67,2,At-Risk / Churned,-0.30511047184483825,0.2428543121324461
12695.0,7,4,582.1,0,Potential Loyalists,0.8009787925829632,-1.0909033609393335
12697.0,29,3,957.59,2,At-Risk / Churned,0.3299563295925738,-0.15780333070199462
12700.0,8,4,4939.99,1,Champions,1.7700341165531845,-0.23887057005385082
12701.0,80,2,797.71,2,At-Risk / Churned,-0.3963977155809215,0.2950173011235747
12702.0,20,1,219.0,0,Potential Loyalists,-0.8591873518473199,-1.1856797363550462
12703.0,71,1,283.55,3,At-Risk / Churned,-1.2079232700194293,-0.3108943382179467
12704.0,7,8,2340.84,1,Champions,1.9924331016471701,-0.35929495728304195
12705.0,15,9,6868.29,1,Champions,2.3335324307231327,0.51211141764077
12707.0,292,1,603.42,3,At-Risk / Churned,-1.3867335151277411,0.8529945138169303
12708.0,30,10,2712.91,1,Champions,1.7263282584215995,0.6302485745497659
12709.0,15,15,9736.52,1,Champions,2.9242600014338174,0.8196329413352725
12710.0,97,3,1149.02,2,At-Risk / Churned,-0.03598502433723618,0.6589535616055227
12712.0,29,13,4396.13,1,Champions,2.185997517414638,0.8776634205939312
12713.0,1,1,848.55,0,Potential Loyalists,0.6804502927356829,-2.1850033579407886
12714.0,9,5,4708.86,1,Champions,1.8719623978441913,-0.11944276976314498
12715.0,106,1,353.86,3,At-Risk / Churned,-1.254520317806943,0.020602913996035133
12716.0,4,2,1053.49,0,Potential Loyalists,0.7996391034942415,-1.369655583231388
12717.0,151,2,1030.98,2,At-Risk / Churned,-0.5153219260050492,0.7872953238217043
12718.0,71,1,238.25,3,At-Risk / Churned,-1.2902075357817193,-0.3739715582457398
12719.0,5,2,644.95,0,Potential Loyalists,0.49740584705201213,-1.4323402152142282
12720.0,3,25,5781.73,1,Champions,3.6458785690893847,-0.06230724926934797
12721.0,32,6,2656.13,2,At-Risk / Churned,1.2835533019094154,0.48852548484289376
12722.0,85,4,997.63,2,At-Risk / Churned,0.14879521020623937,0.6105333378780985
12723.0,4,5,725.07,0,Potential Loyalists,1.2495577123050607,-1.2390669041167355
12724.0,5,4,1031.41,0,Potential Loyalists,1.1820054188524476,-1.0654800018692543
12725.0,371,1,427.8,3,At-Risk / Churned,-1.640850910597511,0.8794732913292646
12726.0,28,7,2609.1,2,At-Risk / Churned,1.4452414575252828,0.4514154055573997
12727.0,11,7,3980.7,1,Champions,1.9828242292551364,0.04559567969937725
12728.0,71,4,836.33,2,At-Risk / Churned,0.13309357928718188,0.43379775398745957
12729.0,114,1,453.01,3,At-Risk / Churned,-1.1651489651866187,0.1559480685896165
12731.0,24,12,18895.91,1,Champions,2.880523587524287,1.263983516348687
12732.0,180,1,236.26000000000002,3,At-Risk / Churned,-1.6464196662736945,0.20744267786906023
12733.0,234,1,383.95,3,At-Risk / Churned,-1.5165321500309392,0.5490237598896722
12734.0,353,1,110.39999999999999,3,At-Risk / Churned,-2.261506671095895,0.35771971325801116
12735.0,315,2,779.5699999999999,3,At-Risk / Churned,-0.9274746420538318,1.1497374931560413
12736.0,333,1,234.0,3,At-Risk / Churned,-1.8850640368344367,0.5923851382934779
12738.0,372,1,155.35,3,At-Risk / Churned,-2.1206315462298617,0.5141729436986062
12739.0,78,2,1013.04,2,At-Risk / Churned,-0.27357300457951583,0.3659972847826868
